property_type,society,price,price_per_sqft,bedRoom,bathroom,balcony,floorNum,agePossession,BHK,Location,Other,servant,Store,Pooja,luxury_score,Furnished,carpet12,Build,Super_area
flat,signature the serenas,0.28,57,1,1,2,1,moderate,1,Sohna,0,0,0,0,37,1,48810.94969,54915.60224,61042.35447
flat,eldeco accolade,0.73,5775,2,2,3,5,moderate,2,Sohna,0,0,0,1,33,1,730.007698,821.3077727,1264.004777
flat,eldeco accolade,0.71,4907,2,2,3+,10,moderate,2,Sohna,0,0,0,0,49,1,848.948793,955.1245065,1457.001504
flat,eldeco accolade,0.66,5181,2,2,3,12,moderate,2,Sohna,0,0,0,1,49,1,730.007698,821.3077727,1264.004777
flat,signature global park,0.9,6254,3,3,3,3,moderate,3,Sohna,0,0,0,1,96,1,1439.025791,1619.000828,1799.627399
flat,signature global park,0.78,6404,3,3,3,1,moderate,3,Sohna,0,0,0,1,150,1,1209.969999,1361.297652,1513.173131
flat,signature global park,0.7,6071,3,3,3,2,moderate,3,Sohna,0,0,0,1,152,1,1153.028968,1297.235161,1441.9634
flat,signature global park,0.53,6295,2,2,2,1,moderate,2,Sohna,0,0,0,1,168,1,844.96615,950.6437652,1056.703948
flat,signature global park,0.52,6326,2,2,2,3,moderate,2,Sohna,0,0,0,1,161,1,822.039043,924.8492274,1028.031599
flat,signature global park,0.91,6289,3,3,3,1,moderate,3,Sohna,0,0,0,1,165,1,1439.025791,1619.000828,1799.627399
flat,signature global park,0.53,6386,2,2,2,2,moderate,2,Sohna,0,0,0,1,168,1,822.039043,924.8492274,1028.031599
flat,corona optus,1.2,6916,3,4,3,8,moderate,3,Sector 37C,0,0,0,0,149,1,1535.039779,1635.03641,1735.033041
flat,corona optus,1.22,6912,3,4,3,5,moderate,3,Sector 37C,0,0,0,0,149,1,1564.963421,1664.960052,1764.956683
flat,corona optus,1.4,7035,3,3,3+,4,moderate,3,Sector 37C,0,1,0,0,149,1,1790.03657,1890.033201,1990.029832
flat,eldeco accolade,0.73,5752,2,2,3,9,moderate,2,Sohna,0,0,0,1,103,1,1014.688184,1141.592472,1268.956171
flat,eldeco accolade,0.72,4975,2,2,3+,12,moderate,2,Sohna,0,0,0,0,152,1,848.948793,955.1245065,1457.001504
flat,eldeco accolade,0.72,5735,2,2,3,8,moderate,2,Sohna,0,0,0,0,153,1,1264.004777,1422.090412,1580.748339
flat,signature global park,0.72,5991,2,2,3,3,moderate,2,Sohna,0,0,0,1,158,1,967.521408,1088.526676,1209.969999
flat,signature global park,0.54,6331,2,2,2,4,moderate,2,Sohna,0,0,0,1,159,1,844.96615,950.6437652,1056.703948
flat,signature global park,0.67,5537,2,2,3,4,moderate,2,Sohna,0,0,0,1,127,1,967.521408,1088.526676,1209.969999
flat,signature global park,0.78,6446,3,3,3,3,moderate,3,Sohna,0,0,0,1,150,1,1209.969999,1361.297652,1513.173131
flat,signature global park,0.65,5637,2,2,2,2,moderate,2,Sohna,0,0,0,1,118,1,921.9899762,1037.300752,1153.028968
flat,puri diplomatic greens,3.5,11864,4,5,3+,10,moderate,4,Sector 111,0,1,0,0,49,0,2500.023414,2700.016676,2949.954434
flat,ireo uptown,4.85,12999,4,4,3+,15,moderate,4,Sector 66,0,1,1,1,156,0,3299.996462,3499.989724,3730.983018
flat,dlf new town heights,1.9,6967,4,4,3+,19,moderate,4,Sector 90,0,1,1,0,174,0,2300.030152,2587.688659,2727.034065
flat,pareena coban residences,1.56,7811,3,5,3,4,new,3,Sector 99A,1,1,0,0,49,1,1596.870802,1796.587084,1997.026367
flat,tata primanti,4,13769,4,5,3+,9,moderate,4,Sector 72,0,1,0,0,165,0,2500.023414,2800.013307,2904.961332
flat,m3m merlin,3,14655,3,3,3+,4,moderate,3,Sector 67,0,0,1,0,174,0,1800.046997,1900.043628,2046.970863
flat,tata primanti,3.3,15384,3,3,3+,10,moderate,3,Sector 72,0,1,0,0,165,0,1800.046997,2000.040259,2145.029992
flat,emaar mgf the enclave,2.1,12352,3,4,2,12,moderate,3,Sector 66,0,1,0,0,156,0,1700.050366,1800.046997,1919.956843
flat,emaar mgf the enclave,1.9,10555,3,4,2,8,moderate,3,Sector 66,0,1,0,0,174,0,1800.046997,1849.991493,1919.956843
flat,ireo uptown,2.4,13064,3,2,3,5,moderate,3,Sector 66,0,1,0,0,156,0,1599.946096,1700.050366,1836.967174
flat,m3m skywalk,1.52,13342,2,2,3,6,moderate,2,Sector 74,0,0,1,0,174,1,1139.251176,1250.011707,1399.952834
flat,m3m skywalk,1.48,12333,2,2,3,13,moderate,2,Sector 74,0,0,1,0,158,1,1199.959572,1299.956203,1399.952834
flat,bestech park view grand spa,2.29,8609,3,4,3+,10,moderate,3,Sector 81,0,1,0,0,174,2,2000.040259,2250.179847,2659.974968
flat,ireo the grand arch,4,18484,3,4,3,5,very old,3,sector 58,0,1,0,0,49,0,1730.36655,1946.778782,2163.974456
flat,indiabulls enigma,3.6,10588,4,5,3,7,moderate,4,Sector 110,0,1,0,0,165,1,2718.717082,3058.739623,3399.993093
flat,suncity vatsal valley,1.38,9650,3,3,2,1,moderate,3,Gwal Pahari,0,0,0,0,151,0,1143.450041,1286.458223,1429.984115
flat,ats kocoon,2.2,10501,3,4,3,13,moderate,3,Sector 109,0,1,0,0,165,1,1653.236174,1860.00192,2094.977857
flat,indiabulls enigma,4.49,11572,5,5,3+,4,moderate,5,Sector 110,0,1,0,0,165,1,3102.506599,3490.52865,3879.955394
flat,indiabulls enigma,3.49,10264,4,5,3,7,moderate,4,Sector 110,0,1,0,0,165,1,2718.717082,3058.739623,3399.993093
flat,indiabulls enigma,3.7,10882,4,5,3,7,moderate,4,Sector 110,0,1,0,0,156,1,2718.717082,3058.739623,3399.993093
flat,emaar gurgaon greens,1.42,8606,3,3,3,4,moderate,3,Sector 102,1,0,0,0,49,1,1022.032305,1149.855102,1649.998231
flat,ireo victory valley,4.5,14097,4,4,3+,0,moderate,4,Sector 67,0,1,0,1,42,0,3000.006569,3159.958123,3192.034545
flat,ats triumph,1.85,8078,3,3,3+,24,moderate,3,Sector 104,0,1,0,0,174,1,1831.155409,2060.173029,2290.019725
flat,ats triumph,2.62,8317,4,4,3+,14,moderate,4,Sector 104,0,1,0,0,174,1,2518.774707,2833.791,3149.947696
flat,vatika gurgaon,1.1,6162,3,3,3+,5,moderate,3,Sector 83,0,0,0,0,96,0,1499.949465,1599.946096,1784.977537
flat,godrej,1.33,8531,2,2,3,6,moderate,2,Sector 79,0,0,0,0,158,1,1246.648881,1402.563862,1559.043276
flat,godrej,1.34,8524,2,2,3,2,moderate,2,Sector 79,0,0,0,0,158,1,1256.977372,1414.184109,1571.959956
flat,godrej,1.18,8532,2,2,3,7,moderate,2,Sector 79,0,0,0,0,158,1,1105.837119,1244.141155,1382.945872
flat,vatika gurgaon,0.95,6574,2,2,3,5,moderate,2,Sector 83,0,0,0,0,96,0,1199.959572,1299.956203,1444.945936
flat,vatika gurgaon,0.98,8166,2,2,3,5,moderate,2,Sector 83,0,0,0,0,96,0,1199.959572,1299.956203,1444.945936
flat,paras dews,1.15,6534,3,4,3+,12,moderate,3,Sector 106,0,1,0,0,174,0,1129.994222,1185.966502,1760.005289
flat,tulip white,0.9,6787,3,2,3,6,moderate,3,Sector 69,0,0,0,1,121,1,1326.004841,1491.844655,1658.284833
flat,ats triumph,2.52,8000,4,4,3+,19,moderate,4,Sector 104,0,1,1,0,156,0,2400.026783,2800.013307,3149.947696
flat,godrej,2.01,8495,3,4,3+,6,moderate,3,Sector 79,0,1,0,0,158,1,1891.921366,2128.538818,2366.012859
flat,godrej,1.93,8532,3,4,3+,5,moderate,3,Sector 79,0,1,0,0,158,1,1808.777012,2034.995827,2262.033585
flat,godrej,1.28,8504,3,3,3,7,moderate,3,Sector 79,0,0,0,0,158,1,1203.44136,1353.952493,1505.008498
flat,godrej,1.91,8511,3,4,3+,7,moderate,3,Sector 79,0,1,0,0,158,1,1794.317124,2018.72748,2243.950233
flat,godrej,1.34,8524,3,3,3,7,moderate,3,Sector 79,0,0,0,0,158,1,1256.977372,1414.184109,1571.959956
flat,ats kocoon,1.7,12878,3,3,3,22,moderate,3,Sector 109,0,0,0,0,103,1,1319.977057,1550.0016,1745.043468
flat,emaar mgf the palm drive,3.5,15909,3,3,3,7,old,3,Sector 66,0,1,1,0,149,0,2000.040259,2125.009138,2200.033521
flat,bestech park view sanskruti,1.83,7870,4,3,3,8,new,4,Sector 92,0,1,0,0,128,1,1859.128406,2091.644533,2325.0024
flat,dlf new town heights,1.25,8638,3,4,3+,0,very old,3,Sector 90,0,1,0,0,31,2,1446.991077,1627.96231,1809.588685
flat,emaar palm gardens,1.8,12000,3,4,3+,6,moderate,3,Sector 83,0,1,0,0,96,0,1499.949465,1687.54406,1875.817773
flat,emaar palm gardens,1.4,9675,3,3,3,11,moderate,3,Sector 83,0,1,0,0,58,2,1446.991077,1627.96231,1719.963581
flat,m3m skywalk,1.54,11000,2,2,3+,22,moderate,2,Sector 74,1,0,0,0,137,1,1099.962941,1199.959572,1399.952834
flat,vipul belmonte,6,24489,3,4,3+,6,old,3,Sector 53,1,1,0,0,26,0,1959.056558,2204.070426,2449.971279
flat,dlf park place,4.85,25866,3,4,3+,25,moderate,3,Sector 54,0,1,0,0,26,0,1499.26656,1686.775746,1874.963741
flat,dlf park place,4.86,25920,3,4,3+,7,moderate,3,Sector 54,0,1,0,0,49,0,1499.26656,1686.775746,1874.963741
flat,central park resorts,5.15,20900,3,3,3+,8,old,3,Sector 48,0,1,0,0,53,2,2263.971087,2363.967718,2463.964349
flat,central park resorts,9.3,24926,4,4,3+,10,old,4,Sector 48,0,1,1,1,67,0,3730.983018,3830.979649,3930.97628
flat,bestech park view city,1.78,10022,3,4,2,5,moderate,3,Sector 48,0,0,0,1,53,1,1299.956203,1462.538185,1776.0435
flat,vatika city,1.79,12785,3,3,3,9,very old,3,Sector 49,0,1,0,0,38,1,1399.952834,1575.041122,1750.763255
flat,siddhi vinayak apartments,1.44,9600,3,3,2,6,old,3,Sector 55,1,0,0,0,47,0,1499.949465,1700.050366,1849.991493
flat,madhur jeevan apartments,1.59,8594,4,3,3+,3,very old,4,Sector 56,1,0,0,0,33,0,1849.991493,1900.043628,2000.040259
flat,the lions cghs,1.99,11055,4,4,3+,4,very old,4,Sector 56,1,0,0,1,105,0,1800.046997,2000.040259,2400.026783
flat,professors enclave cghs,1.54,8324,3,3,2,6,very old,3,Sector 56,0,1,0,1,104,0,1849.991493,1919.956843,2000.040259
flat,guru gram haryana cghs,1.39,8424,3,2,3,6,very old,3,Sector 56,0,1,0,1,89,0,1649.998231,1749.994862,1849.991493
flat,park view apartment,1.74,7565,3,3,3+,2,very old,3,Sector 56,0,1,0,1,104,0,2300.030152,2400.026783,2449.971279
flat,shapoorji pallonji joyville gurugram,1.28,10534,2,2,3,10,moderate,2,Sector 102,0,0,0,0,49,1,971.5667337,1093.077939,1215.029032
flat,ats tourmaline,1.72,8000,3,4,3+,7,moderate,3,Sector 109,0,1,0,0,167,1,1597.267241,1797.033105,2149.981386
flat,ats tourmaline,1.5,8571,3,3,3+,7,moderate,3,Sector 109,0,0,0,0,165,1,1303.071568,1466.04318,1749.994862
flat,shapoorji pallonji joyville gurugram,1.41,10307,2,2,3,0,moderate,2,Sector 102,1,0,0,0,49,1,1093.873283,1230.681036,1367.984051
flat,empire estate,3.5,16666,3,3,2,3,old,3,Sultanpur,0,1,0,0,165,0,1679.240519,1889.258557,2100.03689
flat,ats tourmaline,1.5,6976,3,4,3+,4,moderate,3,Sector 109,0,1,0,0,39,0,1670.019085,1797.033105,2149.981386
flat,ats tourmaline,1.45,6744,3,4,3+,4,moderate,3,Sector 109,0,1,0,0,71,1,1660.008658,1797.033105,2149.981386
flat,ss the leaf,2.13,7574,4,4,3,2,moderate,4,Sector 85,0,0,0,0,49,1,2200.033521,2600.020045,2811.961236
flat,ss the leaf,2,8305,3,4,3,6,moderate,3,Sector 85,0,1,0,0,49,1,2200.033521,2300.030152,2407.992069
flat,ss the leaf,2.1,7467,4,4,3,7,moderate,4,Sector 85,0,1,0,1,49,1,2400.026783,2600.020045,2811.961236
flat,ss the leaf,2.13,7574,4,4,3,6,moderate,4,Sector 85,0,0,0,0,49,1,2400.026783,2600.020045,2811.961236
flat,ss the leaf,1.25,7179,2,2,3,10,moderate,2,Sector 85,0,0,0,0,49,1,1719.963581,1729.974008,1740.953186
flat,ss the leaf,1.19,7225,2,2,3,4,moderate,2,Sector 83,0,0,0,0,49,1,1619.96695,1629.977377,1639.987804
flat,ss the leaf,1.17,7001,2,2,3,11,moderate,2,Sector 85,0,0,0,0,49,1,1649.998231,1660.008658,1670.987836
flat,ss,2.09,7432,4,4,3,8,moderate,4,Sector 85,0,1,0,1,49,1,2400.026783,2600.020045,2811.961236
flat,ss,2.17,7716,4,4,3,7,moderate,4,Sector 85,0,1,0,1,49,1,2400.026783,2600.020045,2811.961236
flat,ss,2.14,7610,4,4,3,6,moderate,4,Sector 85,0,1,0,1,49,1,2000.040259,2300.030152,2811.961236
flat,ss,2.1,7467,4,4,3,2,moderate,4,Sector 85,0,0,0,0,49,1,2400.026783,2600.020045,2811.961236
flat,ss,1.98,8222,3,4,3,6,moderate,3,Sector 85,0,0,0,0,42,1,2200.033521,2300.030152,2407.992069
flat,ss the leaf,1.24,7122,2,2,3,10,moderate,2,Sector 85,0,0,0,0,49,1,1719.963581,1729.974008,1740.953186
flat,ss,1.18,7170,2,2,3,4,moderate,2,Sector 85,0,0,0,0,49,1,1619.96695,1629.977377,1639.987804
flat,ss,1.2,7151,2,2,3,15,moderate,2,Sector 85,0,0,0,0,49,1,1649.998231,1660.008658,1670.987836
flat,ss,1.19,7121,2,2,3,11,moderate,2,Sector 85,0,0,0,0,49,1,1660.008658,1670.019085,1670.987836
flat,orchid petals,2.09,11578,3,3,3,0,moderate,3,Sector 49,0,0,0,0,49,1,1443.320567,1623.832739,1804.998391
flat,orchid petals,2.45,11887,3,3,3,0,moderate,3,Sector 49,0,0,0,0,49,1,1647.996833,1854.107309,2060.963933
flat,orchid petals,2.23,10969,3,3,3,14,moderate,3,Sector 49,1,0,0,0,40,1,1625.618435,1828.930106,2032.977793
flat,orchid petals,4.21,11835,5,6,3+,14,moderate,5,Sector 49,0,1,0,1,35,1,2844.29432,3200.022464,3557.038394
flat,orchid petals,4.16,11700,5,4,3+,14,moderate,5,Sector 49,0,1,0,0,40,1,2844.29432,3200.022464,3557.038394
flat,orchid petals,4.52,10984,5,5,3+,14,old,5,Sector 49,0,1,0,1,49,1,3290.485137,3702.017152,4115.03897
flat,godrej aria,0.95,6551,2,2,3,5,moderate,2,Sector 79,0,0,0,0,174,0,1450.004969,1631.353142,1813.35782
flat,ireo uptown,1.5,11219,2,3,3,1,moderate,2,Sector 66,1,1,0,0,79,0,1050.018445,1329.987484,1336.984019
flat,raisina residency,5,13058,4,4,3+,13,moderate,4,Sector 59,0,1,1,1,174,0,3829.042147,4307.93002,4788.551534
flat,tata primanti,4,16032,4,5,3+,22,moderate,4,Sector 72,0,1,0,0,174,0,2494.964381,2807.002781,2904.961332
flat,signature global orchard avenue,0.36,6715,2,2,2,6,moderate,2,Sector 93,0,0,0,0,16,1,543.57695,611.5606388,679.7904379
flat,bestech park view grand spa,4.7,6786,4,4,3+,19,moderate,4,Sector 81,0,1,0,0,140,0,5538.223023,6230.873494,6926.031455
flat,bestech park view ananda,0.95,10626,2,2,2,2,moderate,2,Sector 81,0,0,0,0,104,0,894.049534,1005.865874,1360.018765
flat,signature global orchard avenue,0.38,6387,2,2,2,7,moderate,2,Sector 93,0,0,0,0,16,1,594.920753,669.3258714,744.0003466
flat,vatika gurgaon,1.1,6051,3,3,3,12,moderate,3,Sector 83,0,1,0,0,66,0,1387.374573,1560.889733,1735.033041
flat,bestech park view sanskruti,1.55,7568,3,4,3,16,moderate,3,Sector 92,0,1,0,0,60,0,1595.235457,1794.747212,1994.981226
flat,bestech park view sanskruti,1.55,9687,3,3,3,17,moderate,3,Sector 92,0,1,0,0,60,0,1599.946096,1800.046997,1994.981226
flat,bestech park view sanskruti,2,8333,4,5,3+,12,moderate,4,Sector 92,0,1,0,0,60,0,2400.026783,2700.191597,2475.051166
flat,dlf the ultima,2.3,14603,3,4,3+,27,moderate,3,Sector 81,0,1,0,0,119,0,1574.973848,1771.951538,2100.03689
flat,ss the leaf,2.1,7467,4,5,3+,9,moderate,4,Sector 85,0,0,0,0,67,0,2248.512522,2529.72786,2811.961236
flat,vatika lifestyle homes,1.3,4545,3,3,1,6,moderate,3,Sector 83,0,0,0,0,79,0,2286.900081,2572.916446,2859.96823
flat,signature global synera,0.4,6319,2,2,1,12,moderate,2,Sector 81,0,0,0,0,23,1,538.948473,606.3532908,633.024959
flat,tata primanti,3.3,15102,3,4,3+,15,new,3,Sector 72,0,1,0,0,174,2,1599.946096,1800.046997,2184.964061
flat,shree vardhman victoria,1.1,8461,2,2,2,0,new,2,Sector 70,0,0,0,0,49,1,788.025119,886.5812746,1299.956203
flat,ss the leaf,1.2,9677,2,2,3+,9,moderate,2,Sector 85,0,0,1,0,148,1,1240.00128,1395.084863,1771.953218
flat,ss the leaf,2.15,10924,4,5,3+,6,moderate,4,Sector 85,0,1,0,0,156,1,1967.963837,2214.091715,2811.961236
flat,ss the leaf,2,11869,3,4,3,5,moderate,3,Sector 85,0,1,0,0,156,1,1684.980906,1895.716879,2407.992069
flat,ss the leaf,2.1,8720,3,4,3+,6,moderate,3,Sector 85,0,1,0,0,156,1,1684.980906,1895.716879,2407.992069
flat,ss the leaf,1.2,10452,2,2,3+,2,moderate,2,Sector 85,0,0,1,0,156,1,1147.969935,1291.543408,1639.987804
flat,ss the leaf,1.3,7779,2,2,3+,16,moderate,2,Sector 85,0,0,1,0,148,1,1168.95954,1315.158126,1670.987836
flat,ss the leaf,1.3,10483,2,2,3+,10,moderate,2,Sector 85,0,0,1,0,148,1,1240.00128,1395.084863,1771.953218
flat,ss the leaf,1.2,7317,2,2,3+,14,moderate,2,Sector 85,0,0,1,0,141,1,1147.969935,1291.543408,1639.987804
flat,ss the leaf,1.1,6318,2,2,3+,3,moderate,2,Sector 85,0,0,1,0,143,1,1218.042924,1370.380235,1740.953186
flat,ss the leaf,1.25,10888,2,2,3+,17,moderate,2,Sector 85,0,0,1,0,156,1,1147.969935,1291.543408,1740.953186
flat,ss the leaf,1.15,10017,2,2,3+,18,moderate,2,Sector 85,0,0,1,0,156,1,1147.969935,1291.543408,1639.987804
flat,aipl zen residences,1.75,10257,3,4,3+,20,moderate,3,Sector 70A,1,0,0,0,49,2,1050.018445,1705.970511,1896.300002
flat,shree vardhman victoria,1.65,8461,3,5,3,6,moderate,3,Sector 70,0,1,0,1,167,1,1160.994254,1306.196644,1949.988124
flat,puri emerald bay,2.55,10408,4,4,3+,5,moderate,4,Sector 104,0,1,0,0,49,1,2149.981386,2418.873703,2449.971279
flat,tata primanti,3.9,13425,4,4,3+,39,moderate,4,Sector 72,1,1,0,0,49,1,2149.981386,2418.873703,2904.961332
flat,m3m sierra 68,1.08,8674,2,2,3,1,moderate,2,Sector 68,0,0,0,0,149,0,930.00096,1129.994222,1244.952674
flat,m3m ikonic,1.8,9230,3,3,3+,18,moderate,3,Sector 68,0,0,0,0,126,0,1529.980746,1845.040099,1949.988124
flat,m3m sierra 68,1.13,9076,2,2,3,9,moderate,2,Sector 68,0,0,0,0,149,0,930.00096,1129.994222,1244.952674
flat,m3m ikonic,1.78,9128,3,3,3+,27,moderate,3,Sector 68,0,0,0,0,126,0,1529.980746,1845.040099,1949.988124
flat,m3m sierra 68,1.1,8986,2,2,3,1,moderate,2,Sector 68,0,0,0,0,127,0,830.004329,1150.015076,1223.963069
flat,aipl the peaceful homes,2.5,11627,3,3,3+,15,moderate,3,Sector 70A,1,0,0,0,174,0,1350.008338,1518.850204,2149.981386
flat,ss the leaf,1.84,7641,3,4,3,8,moderate,3,Sector 85,0,0,0,1,158,1,1684.980906,1895.716879,2407.992069
flat,ss the leaf,1.18,10094,2,3,3,12,moderate,2,Sector 85,0,0,0,1,150,0,1168.95954,1419.973688,1670.987836
flat,shree vardhman victoria,1.63,8358,3,3,3,5,new,3,Sector 70,1,1,0,0,49,1,1160.994254,1306.196644,1949.988124
flat,adani m2k oyster grande,2.5,7817,4,5,3+,5,moderate,4,Sector 102,0,1,0,0,76,1,2557.162266,2876.979587,3197.95469
flat,m3m woodshire,1.45,6141,3,4,3+,7,moderate,3,Sector 107,0,1,0,0,67,1,1688.826675,1900.043628,2360.953826
flat,experion the heartsong,1.2,6825,3,3,3+,10,moderate,3,Sector 108,0,0,0,0,93,1,974.671145,1275.52215,1757.960148
flat,experion the heartsong,1.6,7988,3,4,3+,3,moderate,3,Sector 108,0,1,0,0,60,0,1140.9734,1500.272382,2002.946512
flat,pyramid urban,0.62,11854,2,2,2,2,moderate,2,Sector 67A,0,0,0,0,64,1,523.017901,588.4303255,654.079552
flat,pyramid urban,0.55,10516,2,2,2,3,moderate,2,Sector 67A,0,0,0,0,73,1,523.017901,588.4303255,654.079552
flat,ireo skyon,2.85,13936,3,4,3+,5,moderate,3,Sector 60,0,1,0,0,174,0,1490.046677,1639.987804,2045.033361
flat,ss the leaf,1.31,7987,2,2,2,5,moderate,2,Sector 85,0,1,0,0,89,1,1639.987804,1845.096612,2050.947943
flat,ss the leaf,2.2,11178,4,5,3+,4,moderate,4,Sector 85,0,1,0,1,174,1,1967.963837,2390.016356,2811.961236
flat,experion windchants,3,11538,3,3,2,2,moderate,3,Sector 112,1,0,0,0,49,0,2200.033521,2600.020045,2801.950809
flat,dlf new town heights,1.3,6735,3,3,3,15,moderate,3,Sector 86,0,1,0,1,49,0,1524.364118,1715.012187,1929.96727
flat,adani m2k oyster grande,1.95,7561,3,4,3,9,moderate,3,Sector 102,0,1,0,0,83,0,2062.255399,2320.176065,2579.03044
flat,experion the heartsong,0.9,7014,2,3,3,2,moderate,2,Sector 108,0,1,0,0,94,1,734.420897,978.223232,1282.949241
flat,m3m woodshire,1.2,6176,3,3,3,7,moderate,3,Sector 107,0,0,0,0,49,0,1550.0016,1749.994862,1942.991589
flat,signature global solera,0.36,6569,2,2,1,9,moderate,2,Sector 107,0,0,0,0,28,1,438.1862368,492.9889961,547.990149
flat,signature global solera,0.37,6751,2,2,1,10,moderate,2,Sector 107,0,0,0,0,73,1,438.1862368,492.9889961,547.990149
flat,signature global solera,0.5,4761,3,2,2,5,moderate,3,Sector 107,1,0,0,0,35,1,644.972888,850.025183,1050.018445
flat,beverley park 1,8.44,16230,4,5,3,9,old,4,Sushant Lok Phase 1,0,1,0,0,117,2,4899.942558,5000.046828,5200.04009
flat,mapsko royale ville,1.12,6256,3,3,2,12,moderate,3,Sector 82,0,0,0,1,49,0,1399.952834,1575.041122,1790.03657
flat,mapsko royale ville,1.12,8000,3,4,2,6,moderate,3,Sector 82,0,1,0,1,174,1,1399.952834,1499.949465,1790.03657
flat,signature global synera,0.39,6500,2,2,2,6,moderate,2,Sector 81,0,0,0,0,37,1,599.979786,675.0176239,750.3271091
flat,signature global synera,0.38,9500,1,1,2,3,moderate,1,Sector 81,0,0,0,0,43,1,399.986524,450.0117493,500.2180727
flat,shree vardhman victoria,1.65,8461,3,3,2,6,moderate,3,Sector 70,0,0,0,0,72,1,1949.988124,2193.867828,2438.630411
flat,shree vardhman victoria,1.15,8518,2,2,2,6,moderate,2,Sector 70,0,0,0,0,85,1,1350.008338,1518.850204,1688.303301
flat,ireo skyon,2.15,23344,2,3,2,5,moderate,2,Sector 60,0,1,0,0,49,0,920.959284,1250.011707,1523.952962
flat,tulip ivory,2.1,8750,4,5,3+,5,old,4,Sector 70,0,1,0,0,120,0,1849.991493,2081.364891,2400.026783
flat,tulip ivory,2,8333,4,5,3+,6,old,4,Sector 70,0,1,0,0,95,0,1849.991493,2081.364891,2400.026783
flat,orchid petals,1.9,10526,3,3,3,9,old,3,Sector 49,0,1,0,0,95,1,1804.998391,2030.744624,2257.30809
flat,new sathi apartments,1.59,7066,3,3,3+,3,old,3,Suncity,0,0,0,0,127,0,1999.860865,2249.978017,2501.000628
flat,kanchanjanga tower,1.45,7631,3,3,3+,2,old,3,Sector 56,0,0,0,0,126,0,1519.321047,1709.338393,1900.043628
flat,guru gram haryana cghs,1.39,7227,3,3,3,4,old,3,Sector 56,0,0,0,0,134,0,1535.244138,1727.252941,1919.956843
flat,parsvnath exotica,5,17271,3,4,3+,8,moderate,3,Sector 53,1,1,0,1,49,0,2200.033521,2500.023414,2894.950905
flat,sukhshanti apartment,1.65,7006,3,3,3+,5,old,3,Sector 56,0,0,0,0,134,0,1883.142148,2118.661608,2355.033681
flat,ireo the corridors,1.6,9264,3,3,2,3,new,3,Sector 67A,0,0,1,0,142,0,1016.973272,1144.16335,1726.960116
flat,guru gram haryana cghs,1.38,7225,3,3,3,5,old,3,Sector 56,0,0,0,0,134,0,1697.628627,1909.946416,2123.032825
flat,ireo the corridors,1.8,9370,3,3,2,3,new,3,Sector 67A,0,0,1,0,150,0,1227.945712,1381.521538,1921.033233
flat,ireo the corridors,1.62,9380,3,3,2,4,new,3,Sector 67A,0,0,1,0,142,0,1016.973272,1144.16335,1726.960116
flat,kiran residency,1.5,6648,3,5,3+,4,old,3,Sector 56,0,0,0,1,134,0,1999.860865,2249.978017,2501.000628
flat,ireo the corridors,1.85,9531,3,4,3,4,new,3,Sector 67A,0,0,1,0,150,0,1725.182563,1940.946448,2157.491428
flat,ireo the corridors,1.8,14658,3,3,3,6,new,3,Sector 67A,0,1,1,0,150,0,1227.945712,1381.521538,1921.033233
flat,bptp terra,1.8,8215,4,3,3,12,moderate,4,Sector 37D,0,0,0,0,144,0,1751.970311,1971.084466,2190.991845
flat,shree vardhman victoria,1.62,13953,3,3,3,9,moderate,3,Sector 70,0,1,0,0,96,1,1160.994254,1306.196644,1949.988124
flat,bptp terra,1.78,8124,4,3,3,10,moderate,4,Sector 37D,0,1,0,0,127,1,1751.970311,1971.084466,2190.991845
flat,bptp terra,1.55,8558,3,3,3+,11,moderate,3,Sector 37D,0,0,0,0,79,1,1448.140529,1629.255522,1811.026175
flat,millenium bajrang society,2.5,9433,4,4,3+,2,moderate,4,Sector 43,0,0,0,0,94,0,2118.976029,2383.99059,2649.964541
flat,unitech uniworld gardens,2.15,10306,3,4,3+,10,old,3,Sector 47,0,1,0,0,49,1,1749.994862,1949.988124,2086.04382
flat,experion windchants,5.6,11529,4,6,3+,15,old,4,Sector 112,0,1,0,0,157,0,3255.191411,3662.309336,4856.994597
flat,emaar mgf palm hills,1.25,8620,3,4,3,3,moderate,3,Sector 77,0,1,0,0,49,1,1177.032465,1324.24071,1450.004969
flat,umang winter hills,1.1,5296,3,4,3+,9,moderate,3,Sector 77,0,1,0,0,49,1,1599.946096,1800.046997,2077.002144
flat,suncity platinum towers,6,22346,3,3,2,8,old,3,MG Road,0,1,0,0,31,1,2684.947216,3020.746252,3357.760927
flat,suncity platinum towers,7,22222,4,3,2,10,old,4,MG Road,0,1,0,0,31,1,1912.960308,2152.209044,3149.947696
flat,the penthouses at the hibiscus,8.5,8500,4,4,3,9,old,4,Sector 50,0,1,0,0,35,1,9999.986017,11250.65703,12505.85565
flat,ss hibiscus,6,12272,4,3,3,5,old,4,Sector 50,0,1,0,0,31,1,3518.314438,3958.340443,4399.959403
flat,the penthouses at the hibiscus,8,8888,4,3,3,7,old,4,Sector 50,0,1,0,0,35,1,9000.019707,10125.62766,11255.31047
flat,tata primanti,3.5,11428,4,5,3+,16,moderate,4,Sector 72,1,1,0,0,31,1,2333.186955,2624.992293,2917.854007
flat,tata primanti,4,13769,4,5,2,7,old,4,Sector 72,0,1,0,0,38,1,2322.877659,2613.393641,2904.961332
